,Title,Published_date,Views,Likes,Favorite,Month
1457,Slant Transform by Ms. M Saritha,2021-10-26,570,12,0,Oct
1458,Emotional Intelligence Paves the way to Professional Balance by Dr. Sudeepthi Dondapati,2021-10-26,6,0,0,Oct
1459,Find S Algorithm by Dr. Chukka Santhaiah,2021-10-26,13,0,0,Oct
1460,Concept Learning by Dr. Chukka Santhaiah,2021-10-26,24,1,0,Oct
1461,"Design a learning System-Final design of the system, Perspectives and issues by Dr. Chukka Santhaiah",2021-10-26,21,1,0,Oct
1462,Design a learning System - Choosing a representation for the target function by Dr. Chukka Santhaiah,2021-10-26,33,0,0,Oct
1463,"Design a learning System Choosing a training experience, target Function by Dr. Chukka Santhaiah",2021-10-26,16,0,0,Oct
1464,Classification of machine learning and Well Posed learning Problems by Dr. Chukka Santhaiah,2021-10-26,21,0,0,Oct
1465,Hadamard Transform by Ms. M Saritha,2021-10-25,68,3,0,Oct
1466,Operation of 8086 Microprocessor in Minimum Mode with Timing Diagrams by Ms. B Lakshmi Prasanna,2021-10-25,48,1,0,Oct
1467,S F and B M Diagrams for Simply Supported Beams Subjected to Point Loads by Dr. U Vamsi Mohan,2021-10-25,35,0,0,Oct
1468,Numerical Examples on S F and B M Diagrams for Cantilever Beams by Dr. U Vamsi Mohan,2021-10-25,19,1,0,Oct
1469,State Gauss’s Law and Applications of Gauss’s Law by Dr. Sayanti Chatterjee,2021-10-25,24,0,0,Oct
1470,Physical Address Calculation by Ms. B Lakshmi Prasanna,2021-10-25,31,0,0,Oct
1471,Introduction to Machine Learning by Dr. Chukka Santhaiah,2021-10-25,60,2,0,Oct
1472,Gibbs Phase Rule – Lever Rule for Phase Diagrams by Dr. Ch Sandeep,2021-10-25,11,0,0,Oct
1473,Phase Diagrams by Dr. Ch Sandeep,2021-10-25,16,2,0,Oct
1474,Haar Transform by Ms. M Saritha,2021-10-25,71,1,0,Oct
1475,Numerical on Newton’s Rings by Ms. S Sujani,2021-10-23,76,3,0,Oct
1476,Damped Harmonic Oscillators by Ms. S Sujani,2021-10-23,53,2,0,Oct
1477,Problems on Diffraction Grating by Ms. Sujani Singavarapu,2021-10-23,65,2,0,Oct
1478,Forced harmonic oscillator by Ms. Sujani Singavarapu,2021-10-23,65,1,0,Oct
1479,Inheritance by Mr. G Chandra Sekhar,2021-10-23,67,3,0,Oct
1480,Interfaces by Mr. G Chandra Sekhar,2021-10-23,52,4,0,Oct
1481,Introduction to Basic Electrical Engineering by Mr. T Mahesh,2021-10-23,69,6,0,Oct
1482,Types of Circuit Breakers by Mr. P Shiva Kumar,2021-10-23,49,4,0,Oct
1483,Pin Diagram of 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-10-23,50,0,0,Oct
1484,Problems on Q Point and Load Line by Dr. B Ravi Kumar,2021-10-23,15,0,0,Oct
1485,Interval Estimation - II by Mr. Ch Chaitanya,2021-10-23,5,1,0,Oct
1486,Shift Micro Operations by Dr. P Chandana,2021-10-22,43,0,0,Oct
1487,Basics of XML and XML DTD  Document Type Definition by Mr. A Krishna Chaitanya,2021-10-22,43,2,0,Oct
1488,Cascading Style Sheets by Mr. A Krishna Chaitanya,2021-10-22,23,2,0,Oct
1489,Transistor Load Line Analysis by Ms. L Babitha,2021-10-22,51,2,0,Oct
1490,Principle Operation of BJT by Mr. B Naresh,2021-10-22,63,2,0,Oct
1491,Properties of Fourier Transform by Ms.  M Saritha,2021-10-22,38,1,0,Oct
1492,Transistor Biasing Circuits by Ms. L Babitha,2021-10-22,35,1,0,Oct
1493,"Binomial, Poisson, Uniform Random Variables by Ms. Mary Swarna Latha",2021-10-22,55,0,0,Oct
1494,Introduction to Electrostatic Fields and Coulomb’s Law by Dr. Sayanti Chatterjee,2021-10-22,37,1,0,Oct
1495,Walsh Transform by Ms. M Saritha,2021-10-21,72,2,0,Oct
1496,Problems on Fringe Width by Ms. Sujani Singavarapu,2021-10-21,41,1,0,Oct
1497,Simple Harmonic Oscillator by Ms. Sujani Singavarapu,2021-10-21,64,3,0,Oct
1498,Single Phase Half Wave Bridge Thyristor Rectifier with R–Load by Dr. Ranjith Kumar Gatla,2021-10-21,56,1,0,Oct
1499,Problems on Clamper Circuits by Mr. B Naresh,2021-10-21,31,2,0,Oct
1500,Problems on Clipper Circuits by Mr. B Naresh,2021-10-21,18,2,0,Oct
1501,Problems on Diode Current and its Resistance Calculation by Mr. B Naresh,2021-10-21,37,1,0,Oct
1502,"Numerical on Aerodynamic Center, Control Deflection by Dr. Yagya Dutta Dwivedhi",2021-10-21,28,0,0,Oct
1503,Assembler Directives by Ms. B Lakshmi Prasanna,2021-10-21,34,0,0,Oct
1504,Speaking Skills by Mr. P Sunil Solomon,2021-10-21,88,3,0,Oct
1505,Folded Dipole Antenna and Input Impedance by Dr. V Kishen Ajay Kumar,2021-10-20,73,6,0,Oct
1506,Yagi Uda Antenna by Dr. V Kishen Ajay Kumar,2021-10-20,18,2,0,Oct
1507,Feeding Methods of Microstrip Antennas and Applications by Dr. V Kishen Ajay Kumar,2021-10-20,44,3,0,Oct
1508,Microstrip Antennas by Dr. V Kishen Ajay Kumar,2021-10-20,16,2,0,Oct
1509,"Problems on Helical, Horn, Yagi Antennas by Dr. V Kishen Ajay Kumar",2021-10-20,19,2,0,Oct
1510,Determination of h Parameters from Transistor Characteristics by Dr. B RaviKumar,2021-10-20,439,7,0,Oct
1511,Horn Antenna by Dr. V Kishen Ajay Kumar,2021-10-20,13,0,0,Oct
1512,Conversion of h Parameters by Dr. B RaviKumar,2021-10-20,22,0,0,Oct
1513,Helical Antenna by Dr. V Kishen Ajay Kumar,2021-10-20,14,0,0,Oct
1514,Problems on Arrays in C by Dr. B Padmaja,2021-10-20,11,0,0,Oct
1515,Transistor Hybrid Parameter Model by Dr. B RaviKumar,2021-10-20,17,0,0,Oct
1516,Preprocessor Directives - Discussion  on Tutorial Question Bank  by Dr. B Padmaja,2021-10-20,7,0,0,Oct
1517,An Over View of 8085 Microprocessor by Ms. B Laksshmi Prasanna,2021-10-20,43,2,0,Oct
1518,Instruction Set Of 8086 Microprocessor  String Instructions by Ms. B Lakshmi Prasanna,2021-10-20,47,0,0,Oct
1519,Load Line Analysis by Dr. B RaviKumar,2021-10-20,10,0,0,Oct
1520,Common Collector CC Configuration by Dr. B RaviKumar,2021-10-18,28,0,0,Oct
1521,Bridge Rectifier by Ms. S Swathi,2021-10-18,31,2,0,Oct
1522,Bipolar Transistor Configurations by Dr. B Ravi Kumar,2021-10-18,12,0,0,Oct
1523,Common Emitter CE Configuration by Dr. B RaviKumar,2021-10-18,18,0,0,Oct
1524,Problems on Rectifier Parameters by Mr. B Naresh,2021-10-18,32,3,0,Oct
1525,Full Wave Rectifier by Ms. S Swathi,2021-10-18,19,1,0,Oct
1526,DEBATE by Dr. Sudeepthi Dondapati,2021-10-18,13,2,0,Oct
1527,Problem Solving Using Structures and Unions  by Ms. B Padmaja,2021-10-18,24,1,0,Oct
1528,Principle of Operation of BJT by Dr. B Ravi Kumar,2021-10-18,14,0,0,Oct
1529,Enroll the Courses in Akanksha (Learning Management System) || LMS,2021-10-18,381,9,0,Oct
1530,Problems on Radiation Resistance and Radiated Power by Dr. V Kishen Ajay Kumar,2021-10-13,53,2,0,Oct
1531,Loop Antenna and it’s Radiation Resistance by Dr. V Kishen Ajay Kumar,2021-10-13,37,1,0,Oct
1532,"Examples on Adjacency, Path, Connectivity by Ms. M Saritha",2021-10-13,26,0,0,Oct
1533,Instruction Set 8086 Microprocessor - Shift and Rotate Instructions by Ms. B Lakshmi Prasanna,2021-10-13,43,1,0,Oct
1534,Maneuver Point – Stick Fixed by Dr. YD Dwivedhi,2021-10-13,30,1,0,Oct
1535,Power Radiated From Small Current Element by Dr. V Kishen Ajay Kumar,2021-10-13,29,1,0,Oct
1536,Radiation From Small Current Element by Dr. V Kishen Ajay Kumar,2021-10-13,80,2,0,Oct
1537,Radiation From a Half Wave Dipole and Current Distributions by Dr. V Kishen Ajay Kumar,2021-10-13,28,1,0,Oct
1538,Interval Estimation - I by Mr. Ch Chaitanya,2021-10-12,21,2,0,Oct
1539,Nitrogen cycle and Biomagnifications by Dr. Shikha Pandey,2021-10-12,44,5,0,Oct
1540,Linking HTML Documents and Image Tags by Mr. A Krishna Chaitanya,2021-10-12,42,2,0,Oct
1541,Positive Peak and Negative Peak Clampers by Mr. B Naresh,2021-10-12,42,3,0,Oct
1542,Distribution and Density Functions – Definition and Properties by Mrs. G Mary Swarna Latha,2021-10-12,55,1,0,Oct
1543,Clamping Circuit Theorem by Mr. B Naresh,2021-10-12,77,4,0,Oct
1544,Imperfections in Solids by Dr. Ch Sandeep,2021-10-12,14,1,0,Oct
1545,Machine Control Instructions and Flag manipulation instructions by Ms. B Lakshmi Prasanna,2021-10-12,55,1,0,Oct
1546,Instruction Set Of 8086 Microprocessor-Program control transfer instruction by Ms.B Lakshmi Prasanna,2021-10-12,63,1,0,Oct
1547,Relationship Between Pixel by Ms. M Saritha,2021-10-12,20,0,0,Oct
1548,Retarded Vector Potential by Dr. V Kishen Ajay Kumar,2021-10-11,82,3,0,Oct
1549,"Beam Efficiency, Field Zones and Vector Potential by Dr. V Kishen Ajay Kumar",2021-10-11,12,1,0,Oct
1550,"BJT CF, CB, CC Configurations by Ms. L Babitha",2021-10-11,63,1,0,Oct
1551,Coordinate Axis System for a Hexagonal Unit Cell by Dr. Ch Sandeep,2021-10-11,12,0,0,Oct
1552,"Crystallographic points, Directions and Planes by Dr. Ch Sandeep",2021-10-11,29,2,0,Oct
1553,Building Interpersonal Skills by Dr. Sudeepthi Dondapati,2021-10-11,8,1,0,Oct
1554,Vocabulary Development by Mr. B Srinivas Reddy,2021-10-11,25,1,0,Oct
1555,Problem Solving on Calculation of Capacitance by Dr. Sayanti Chatterjee,2021-10-11,22,0,0,Oct
1556,Calculation of Capacitance by Dr. Sayanti Chatterjee,2021-10-11,37,1,0,Oct
1557,Contribution of Engine Towards Stability by Dr. YD Dwivedhi,2021-10-11,11,0,0,Oct
1558,CL Trim Vs δe Trim and Numerical by Dr. YD Dwivedhi,2021-10-11,24,0,0,Oct
1559,IMPACT LECTURE SESSION -2,2021-10-08,181,5,0,Oct
1560,Instruction Set Of 8086 Microprocessor-Arithmetic and Logical instructions by Ms. B Lakshmi Prasanna,2021-10-08,76,1,0,Oct
1561,"Problems on Atomic Radius, Atomic Packing Factor & Density by Dr. Ch Sandeep",2021-10-07,33,3,0,Oct
1562,Clamping Circuits by Ms. L Babitha,2021-10-07,41,1,0,Oct
1563,Logic Micro Operations by Dr. P Chandana,2021-10-07,50,0,0,Oct
1564,Rectifier – Half Wave Rectifier by Ms. S Swathi,2021-10-07,51,2,0,Oct
1565,Instruction Set Of 8086 Microprocessor - Data transfer instructions by Ms. B Lakshmi Prasanna,2021-10-07,69,0,0,Oct
1566,Presentation Skills by Dr. Sudeepthi Dondapati,2021-10-07,27,1,0,Oct
1567,Batukamma Celebrations - 2021 in IARE,2021-10-05,5787,174,0,Oct
1568,Sampling and quantization by Ms. M Saritha,2021-10-05,66,2,0,Oct
1569,Scaling in MOS circuits by Prof. V R Seshagiri Rao,2021-10-05,75,1,0,Oct
1570,"Unit Cell, Space Lattice, Crystal Structures and its Types by Dr. Ch Sandeep",2021-10-05,23,1,0,Oct
1571,Interatomic Bonding in Solids by Dr. Ch Sandeep,2021-10-05,21,1,0,Oct
1572,Problems on BEP and BEA by Dr. T Vara Lakshmi,2021-10-05,42,0,0,Oct
1573,Turn on 2 - Step Verification for your  Domain Mail ID,2021-10-04,311,8,0,Oct
1574,"Applications of Reciprocity Theorem, Beamwidth & beam Efficiency by Dr. V Kishen Ajay Kumar",2021-10-04,22,1,0,Oct
1575,Payback Period Related Problems and Solutions by Dr. T Varalakshmi,2021-10-04,17,0,0,Oct
1576,Communication and Personality Development by Ms. Waheeda Begum,2021-10-04,33,1,0,Oct
1577,Addressing modes of 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-10-04,66,0,0,Oct
1578,Flag Register of 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-10-04,51,0,0,Oct
1579,Problems on User Defined Functions by Dr. B Padmaja,2021-10-04,17,0,0,Oct
1580,Register organization of 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-10-04,64,0,0,Oct
1581,Architecture of 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-10-04,174,0,0,Oct
1582,Problems on Switch case Statement in C by Dr. B Padmaja,2021-10-04,13,0,0,Oct
1583,Clipping Circuits by Ms. L Babitha,2021-10-01,64,1,0,Oct
1584,Bus and Memory Transfers by Dr. P Chandana,2021-10-01,123,2,0,Oct
1585,Point Estimation by Mr. Ch Chaitanya,2021-10-01,9,1,0,Oct
1586,Diffusion and Transition Capacitances by Ms. S Swathi,2021-10-01,23,2,0,Oct
1587,Laplace Transform - Definitions and Terminology by Ms. B Praveena,2021-10-01,26,0,0,Oct
1588,Area of Double Integral in Polar Coordinates by Ms. B Praveena,2021-10-01,22,0,0,Oct
1589,ICT Equipment Video,2021-09-30,135,7,0,Sep
1590,Concept of gray levels by Ms. M Saritha,2021-09-30,180,3,0,Sep
1591,"Full Wave Rectifiers, Analysis by Ms. L Babitha",2021-09-30,34,2,0,Sep
1592,Parts of Wind Turbine & Wind Turbine Types by Dr. V Chandra Jagan Mohan,2021-09-30,39,1,0,Sep
1593,Effective Length & Reciprocity Theorem by Dr. V Kishen Ajay Kumar,2021-09-30,26,3,0,Sep
1594,Structure of Crystalline Solids by Dr. Ch Sandeep,2021-09-30,23,1,0,Sep
1595,The Physical and Mechanical Properties of Materials by Dr. Ch Sandeep,2021-09-30,25,2,0,Sep
1596,Filters by Dr. B RaviKumar,2021-09-30,18,1,0,Sep
1597,Introduction to Prototyping by Dr. N Sambasiva Rao,2021-09-30,49,0,0,Sep
1598,Control Elevator by Dr. YD Dwivedhi,2021-09-30,19,0,0,Sep
1599,Working of Digital Camera by Ms. M Saritha,2021-09-29,68,5,0,Sep
1600,Introduction to Materials Engineering by Dr. Ch Sandeep,2021-09-29,44,3,0,Sep
1601,"Half wave Rectifier, Analysis by Ms. L Babitha",2021-09-29,36,1,0,Sep
1602,Bridge Rectifier by Dr. B RaviKumar,2021-09-29,15,0,0,Sep
1603,Full Wave Rectifier by Dr. B RaviKumar,2021-09-29,31,0,0,Sep
1604,Problems on Storage Classes by Dr. B Padmaja,2021-09-29,34,2,0,Sep
1605,Course Description on Outcome Based Education (OBE) by Mr. E Krishna Rao Patro,2021-09-29,31,1,0,Sep
1606,Update Phone Number and Email ID for Your Domino Mail ID | Recovery Phone | Recovery Email,2021-09-29,1700,21,0,Sep
1607,Decision Theory – Introduction Basics by Mr. Ch Chaitanya,2021-09-29,12,0,0,Sep
1608,Analysis and Conversion of different types of co ordinates by Dr. Sayanti Chatterjee,2021-09-28,62,3,0,Sep
1609,Problems on Vector Algebra by Dr. Sayanti Chatterjee,2021-09-28,40,0,0,Sep
1610,Introduction to Vector Algebra by Dr. Sayanti Chatterjee,2021-09-28,67,0,0,Sep
1611,Diode Applications   Switch Switching Times by Dr. B Ravi Kumar,2021-09-28,64,1,0,Sep
1612,Rectifier  Halfwave Rectifier by Dr. B Ravi Kumar,2021-09-28,29,0,0,Sep
1613,"Register Transfer - Register Transfer Language, Register Transfer by Dr. P Chandana",2021-09-28,62,1,0,Sep
1614,"AVL Tree, M Way Tree and Hashing - Discussion on Tutorial Question Bank by Mr. E Krishna Rao Patro",2021-09-28,26,1,0,Sep
1615,"Tree, Binary Tree and Graphs - Discussion on Tutorial Question Bank by Mr. E Krishna Rao Patro",2021-09-28,34,1,0,Sep
1616,Syntax Analysis Definitions and Terminology by Mr. NV Krishna Rao,2021-09-27,17,1,0,Sep
1617,A Smart Way of Learning Telephone Etiquette by Dr. Sudeepthi Dondapati,2021-09-27,38,2,0,Sep
1618,Diode Static and Dynamic Resistances and Equivalent Circuit by Ms. S Swathi,2021-09-27,94,3,0,Sep
1619,Load Line Analysis of PN Junction Diode by Ms. S Swathi,2021-09-27,36,2,0,Sep
1620,Types of Personality by Ms. Waheeda Begum,2021-09-27,30,1,0,Sep
1621,Personality Development by Ms. Waheeda Begum,2021-09-27,23,3,0,Sep
1622,"Single, double and Circular linked list - Discussion on Tutorial Question Bank by Mr. E Krishna Rao",2021-09-27,19,1,0,Sep
1623,Problems on Basics and Control Structures in C by Dr. B Padmaja,2021-09-27,35,3,0,Sep
1624,IIC Impact Lecture Session-1,2021-09-27,148,5,0,Sep
1625,What's in IT for you?,2021-09-25,187,11,0,Sep
1626,"Random Variables, Types of Random Variables by Mrs. G Mary Swarna Latha",2021-09-25,93,1,0,Sep
1627,Clipping at two independent levels by Mr. B Naresh,2021-09-25,55,2,0,Sep
1628,"Stack, Queue, Dequeue, Circular Queue and ADT - Tutorial Question Bank by Mr. E Krishna Rao Patro",2021-09-25,39,3,0,Sep
1629,Problems on Recursive functions in C by Dr. B Padmaja,2021-09-25,40,5,0,Sep
1630,Problems on Roman To Decimal Conversion and Two's Complement of a Binary Number by Dr. B Padmaja,2021-09-25,65,2,0,Sep
1631,FDP on tools for research and scientific communication day -5,2021-09-24,83,2,0,Sep
1632,"P - N Junction Diode, V - I Characteristics by Ms. L Babitha",2021-09-24,100,5,0,Sep
1633,Shaping our Attitude for Success Part - 2 by Dr. Sudeepthi Dondapati,2021-09-24,9,0,0,Sep
1634,"Data Structures, Algorithms, Sorting and Searching-Tutorial Question Bank by Mr. E Krishna Rao Patro",2021-09-24,46,2,0,Sep
1635,Emotional Intelligence Paves the Way to Professional Balance by Dr. Sudeepthi Dondapati,2021-09-24,19,0,0,Sep
1636,Fraunhofer Diffraction duo to Double slit by Ms. Sujani Singavarapu,2021-09-24,30,0,0,Sep
1637,Fraunhofer diffraction at diffraction grating by Ms. Sujani Singavarapu,2021-09-24,33,0,0,Sep
1638,A Simple Instruction Set Architecture by Dr. P Chandana,2021-09-24,63,0,0,Sep
1639,"IARE FDP ""Tools for Research & Scientific Communication"" Day-4: Referencing using EndNote/Mendeley",2021-09-23,144,10,0,Sep
1640,Pointers in C Discussion on Tutorial Question Bank by Ms. B Padmaja,2021-09-23,24,1,0,Sep
1641,Shaping Our Attitude for Success Part 1 by Dr. Sudeepthi Dondapati,2021-09-23,18,1,0,Sep
1642,Use SWOC to Lock Your Fears by Dr. Sudeepthi Dondapati,2021-09-23,19,1,0,Sep
1643,Introduction to Compilers Definitions and Terminology by Mr. NV Krishna Rao,2021-09-23,11,0,0,Sep
1644,Allegations or Mixtures by Mr. M Sambaraj,2021-09-23,20,0,0,Sep
1645,Percentage by Mr. M Sambaraj,2021-09-23,33,0,0,Sep
1646,Problems on Bubble Sort by Mr. E Krishna Rao Patro,2021-09-23,9,0,0,Sep
1647,Instruction Set Architecture Design by Dr. P Chandana,2021-09-23,58,0,0,Sep
1648,Computer  Levels of Programming Languages by Dr. P Chandana,2021-09-23,47,2,0,Sep
1649,Problems on Selection Sort by Mr. E Krishna Rao Patro,2021-09-23,9,0,0,Sep
1650,"IARE FDP ""Tools for Research & Scientific Communication"", Day-3: Drawing tools for paper writing",2021-09-22,76,5,0,Sep
1651,Problems on Linear and Binary Search by Mr. E Krishna Rao Patro,2021-09-22,23,1,0,Sep
1652,Newton’ s Rings by Ms. Sujani Singavarapu,2021-09-22,32,0,0,Sep
1653,Fraunhofer diffraction duo to single slit by Ms. Sujani Singavarapu,2021-09-22,44,0,0,Sep
1654,Problems on Area of a Double Integral by Ms. B Praveena,2021-09-22,23,0,0,Sep
1655,"Total probabilities, Bay’s theorem by Mrs. G Mary Swarna Latha",2021-09-22,90,4,0,Sep
1656,"Probability, axioms, joint, conditional probabilities by Mrs. G Mary Swarna Latha",2021-09-22,189,8,0,Sep
1657,Compound Interest by Mr. M Sambaraj,2021-09-22,24,1,0,Sep
1658,"IARE FDP ""Tools for Research & Scientific communication"" Day-2: Scientific Paper Writing using Latex",2021-09-21,82,2,0,Sep
1659,Positive peak and Negative peak Clippers by Mr. B Naresh,2021-09-21,51,3,0,Sep
1660,User Defined Functions - Discussion on Tutorial Question Bank by Dr. B Padmaja,2021-09-21,41,3,0,Sep
1661,Soft Skills for Effective Survival by Dr. Sudeepthi Dondapati,2021-09-21,39,1,0,Sep
1662,Arrays - Discussion on Tutorial Question Bank by Dr. B Padmaja,2021-09-21,42,3,0,Sep
1663,Problems on Insertion Sort by Mr. E Krishna Rao Patro,2021-09-21,11,0,0,Sep
1664,Understanding Reading Comprehension Part - 2 by Dr. Sudeepthi Dondapati,2021-09-21,20,1,0,Sep
1665,Assembly Language Instructions by Dr. P Chandana,2021-09-21,48,0,0,Sep
1666,Problems on Merge Sort by Mr. E Krishna Rao Patro,2021-09-21,13,0,0,Sep
1667,FDP on Tools for Research & Scientific Communication,2021-09-20,109,0,0,Sep
1668,Young’s Double Slit Experiment-Fringe Width by Ms. S Sujani,2021-09-20,37,0,0,Sep
1669,Soft Skills by Ms. Waheeda Begum,2021-09-20,54,5,0,Sep
1670,Young’s Double Slit Experiment by Ms. Sujani Singavarapu,2021-09-20,54,2,0,Sep
1671,Understanding Reading Comprehension Part -1  by Dr. Sudeepthi Dondapati,2021-09-20,24,1,0,Sep
1672,Workplace Etiquette by Dr. Sudeepthi Dondapati,2021-09-20,15,1,0,Sep
1673,Problems on Quick Sort by Mr. E Krishna Rao Patro,2021-09-20,39,6,0,Sep
1674,Radar Frequency Bands and RADAR Range Equation by Mr. A Prashanth,2021-09-20,23,0,0,Sep
1675,Basic Functions and History of RADAR by Mr. A Prashanth,2021-09-20,16,0,0,Sep
1676,Control Structures in C Discussion on Tutorial Question Bank by Ms. B Padmaja,2021-09-20,38,1,0,Sep
1677,Course Description on Outcome Based EducationOBE Database Management Systems by Dr. K Suvarchala,2021-09-20,24,0,0,Sep
1678,"Problems on implement Deque operations – enqueue, dequeued, front and rear by Mr.E Krishna Rao Patro",2021-09-18,56,4,0,Sep
1679,C language Basics Discussion on Tutorial Question Bank by Ms. B Padmaja,2021-09-18,84,6,0,Sep
1680,"Stack ADT, Queue ADT, Circular Queue ADT,Discussion on Tutorial Question Bank by Dr. J Shirisha Devi",2021-09-18,18,0,0,Sep
